text,tokens
kuna mashaka mengi kuhusu mtoto,"['kuna', 'mashaka', 'mengi', 'kuhusu', 'mtoto']"
sikuwahi kamwe kutokuwa na wasiwasi kuhusu mwanagu,"['sikuwahi', 'kamwe', 'kutokuwa', 'wasiwasi', 'kuhusu', 'mwanagu']"
kushuka kwa soko kumenifilisisha,"['kushuka', 'soko', 'kumenifilisisha']"
niko barabarani sana na wateja wangu wanalalamika kwamba hawawezi kunifikia,"['niko', 'barabarani', 'wateja', 'wangu', 'wanalalamika', 'hawawezi', 'kunifikia']"
mgombeaji ambaye nilimpigia kura alichaguliwa,"['mgombeaji', 'ambaye', 'nilimpigia', 'kura', 'alichaguliwa']"
hawangeweza kubishana juu yangu kama ningekuwa fred smith,"['hawangeweza', 'kubishana', 'ningekuwa', 'fred', 'smith']"
kila wakati ninaku ita uko nje,"['ninaku', 'ita', 'uko', 'nje']"
tulitengeneza bwawa chini ya kilima,"['tulitengeneza', 'bwawa', 'kilima']"
mara zote shughuli za klabu yetu huharibiwa na tabia yake,"['zote', 'shughuli', 'klabu', 'yetu', 'huharibiwa', 'tabia']"
wale ambao hununua kitabu hiki cha ucheshi kwenye duka letu ni wanafunzi wa kiwango cha juu cha shule za upili,"['wale', 'ambao', 'hununua', 'kitabu', 'hiki', 'ucheshi', 'duka', 'letu', 'wanafunzi', 'kiwango', 'shule', 'upili']"
tumekuwa tukijadili masuala madogo ni wakati muafaka kuanza kuzungumzia uturuki,"['tumekuwa', 'tukijadili', 'masuala', 'madogo', 'muafaka', 'kuanza', 'kuzungumzia', 'uturuki']"
tunamwona dkt brown kama mtaalamu bora zaidi wa moyo nchini marekani,"['tunamwona', 'dkt', 'brown', 'mtaalamu', 'bora', 'moyo', 'nchini', 'marekani']"
tulishinda mechi,"['tulishinda', 'mechi']"
tunayo haki ya kipekee ya kuziuza,"['tunayo', 'haki', 'kipekee', 'kuziuza']"
tulikodesha mashua kwa saa moja,"['tulikodesha', 'mashua', 'saa']"
tunashiriki katika harakati za msalaba mwekundu,"['tunashiriki', 'harakati', 'msalaba', 'mwekundu']"
tulimchagulia zawadi nzuri ya kuzaliwa,"['tulimchagulia', 'zawadi', 'nzuri', 'kuzaliwa']"
tulimchagua kuwa meya wetu,"['tulimchagua', 'meya', 'wetu']"
tulikula matunda freshi baada ya chajio,"['tulikula', 'matunda', 'freshi', 'chajio']"
sisi watu wazima hatupaswi kuharibu uwezo wa akili na ubunifu wa watoto,"['sisi', 'wazima', 'hatupaswi', 'kuharibu', 'uwezo', 'akili', 'ubunifu', 'watoto']"
tafadhali kufahamishe kuihusu,"['kufahamishe', 'kuihusu']"
mjomba wangu ni mchezaji wa kriketi asiye stadi,"['mjomba', 'wangu', 'mchezaji', 'kriketi', 'asiye', 'stadi']"
treni yangu inaondoka saa saba kufika tokyo saa tisa,"['treni', 'inaondoka', 'saa', 'saba', 'kufika', 'tokyo', 'saa', 'tisa']"
kwa ufahamu wangu hakuhusika katika mpango wa udanganyifu,"['ufahamu', 'wangu', 'hakuhusika', 'mpango', 'udanganyifu']"
mji wetu bado hauna huduma ya maji,"['mji', 'wetu', 'bado', 'hauna', 'huduma', 'maji']"
ni mapishi yangu maalum kitoweo cha sungura,"['mapishi', 'maalum', 'kitoweo', 'sungura']"
nilisisitiza tubadilishe mpango wetu wa hapo awali,"['nilisisitiza', 'tubadilishe', 'mpango', 'wetu', 'awali']"
ninaweza kuwa nimeumiza hisia zake,"['ninaweza', 'nimeumiza', 'hisia']"
ninaweka vidole vyangu masikioni mwangu kuzuia kelele,"['ninaweka', 'vidole', 'vyangu', 'masikioni', 'mwangu', 'kuzuia', 'kelele']"
ninavaa glavu saizi sita,"['ninavaa', 'glavu', 'saizi', 'sita']"
nilipata stempu adimu katika duka lile,"['nilipata', 'stempu', 'adimu', 'duka', 'lile']"
nilidhania kuwa yeye ni mrefu,"['nilidhania', 'mrefu']"
nilihusika katika ubishi bure,"['nilihusika', 'ubishi', 'bure']"
nimeishi hapa kwa miaka hii kumi,"['nimeishi', 'hapa', 'miaka', 'hii', 'kumi']"
nililipa yen elfu ishirini kwa kifaa hicho cha kusikia,"['nililipa', 'yen', 'elfu', 'ishirini', 'kifaa', 'hicho', 'kusikia']"
nahitaji hii,"['nahitaji', 'hii']"
mchoraji alitia rangi mchoro wa sura yangu,"['mchoraji', 'alitia', 'rangi', 'mchoro', 'sura']"
makala hayo yalikubaliwa na jarida la kusafiri,"['makala', 'hayo', 'yalikubaliwa', 'jarida', 'kusafiri']"
wailisikilizana na yeye kwa hoja,"['wailisikilizana', 'hoja']"
niliweka kamari ya pauni tano kuhusu farasi,"['niliweka', 'kamari', 'pauni', 'tano', 'kuhusu', 'farasi']"
nilimwona muungwana mzee akivuka barabara na kuingia dukani kwenye kona,"['nilimwona', 'muungwana', 'mzee', 'akivuka', 'barabara', 'kuingia', 'dukani', 'kona']"
ninajua kidogo au kitu chochote juu yake,"['ninajua', 'kidogo', 'au', 'kitu', 'chochote']"
nimepitia hapa tu sasa hivi,"['nimepitia', 'hapa', 'hivi']"
nilifanya kazi na bw spencer kwa mwaka mmoja huko new york,"['nilifanya', 'kazi', 'bw', 'spencer', 'mwaka', 'huko', 'new', 'york']"
mimi ni mwana kikundi wa brasi bendi,"['mwana', 'kikundi', 'brasi', 'bendi']"
jana nilikwenda kumuona martha kwani sikuwa nimemwona kwa miezi kadhaa,"['jana', 'nilikwenda', 'kumuona', 'martha', 'kwani', 'sikuwa', 'nimemwona', 'miezi', 'kadhaa']"
bado nina kiasi fulani cha pesa,"['bado', 'nina', 'kiasi', 'fulani', 'pesa']"
najifunza kwa bidii,"['najifunza', 'bidii']"
nilitoka nyumbani mapema ili nifike mkutanoni wakati unaofaa,"['nilitoka', 'nyumbani', 'mapema', 'nifike', 'mkutanoni', 'unaofaa']"
niliagizwa kununua keki nikielekea nyumbani kutoka ofisini,"['niliagizwa', 'kununua', 'keki', 'nikielekea', 'nyumbani', 'ofisini']"
naogopa vifaru,"['naogopa', 'vifaru']"
niliteleza nikajijeruhi wakati nilipokuwa naondoa theluji barabarani asubuhi ya leo,"['niliteleza', 'nikajijeruhi', 'nilipokuwa', 'naondoa', 'theluji', 'barabarani', 'asubuhi', 'leo']"
nina baiskeli,"['nina', 'baiskeli']"
nilifaa kumwona mtu kwa kibiashara,"['nilifaa', 'kumwona', 'mtu', 'kibiashara']"
ilikuwa vigumu kuanza nilipotambua kuwa alikuwa akilia,"['vigumu', 'kuanza', 'nilipotambua', 'akilia']"
nilitenda ili nijikinge na hatima kama hiyo,"['nilitenda', 'nijikinge', 'hatima']"
niliona farasi akivuta mkokoteni,"['niliona', 'farasi', 'akivuta', 'mkokoteni']"
ninajua kuwa atatambulishwa kwa mwanamke na mjomba wake leo,"['ninajua', 'atatambulishwa', 'mwanamke', 'mjomba', 'leo']"
nafaa kula chakula cha mchana pamoja naye,"['nafaa', 'kula', 'chakula', 'mchana']"
nilimkumbusha kuhusu mahojiano yake na rais,"['nilimkumbusha', 'kuhusu', 'mahojiano', 'rais']"
siwezi kumsamehe kwa sababu alinitusi hadharani,"['siwezi', 'kumsamehe', 'sababu', 'alinitusi', 'hadharani']"
mwambie labda aniite au anipigie simu,"['mwambie', 'labda', 'aniite', 'au', 'anipigie', 'simu']"
tumpa mbwa jina la tim,"['tumpa', 'mbwa', 'jina', 'tim']"
tumejifunza mengi kuhusu kuishi kutoka kwa aina ya chini ya maisha ya wanyama,"['tumejifunza', 'mengi', 'kuhusu', 'kuishi', 'aina', 'maisha', 'wanyama']"
tuliamua kusitisha msaada wa kifedha,"['tuliamua', 'kusitisha', 'msaada', 'kifedha']"
wapelelezi wa kibinafsi waliajiriwa ili kuchunguza kesi hiyo ya kustaajabisha,"['wapelelezi', 'kibinafsi', 'waliajiriwa', 'kuchunguza', 'kesi', 'kustaajabisha']"
sijui jinsi ya kuendesha gurudumu la kuruka,"['sijui', 'jinsi', 'kuendesha', 'gurudumu', 'kuruka']"
kwenye michezo waliuzwa na wanaume waliowapa joto katika matangi ya maji moto,"['michezo', 'waliuzwa', 'wanaume', 'waliowapa', 'joto', 'matangi', 'maji', 'moto']"
tafadhali muombe katibu ahifadhi vifaa vya ofisi kwa stoo,"['muombe', 'katibu', 'ahifadhi', 'vifaa', 'vya', 'ofisi', 'stoo']"
unaweza kuenda kwenye duka lake la ukiwa na muda,"['unaweza', 'kuenda', 'duka', 'lake', 'ukiwa']"
wakati mwingine hasira zangu unisaidia,"['mwingine', 'hasira', 'zangu', 'unisaidia']"
hatua inayofuata ilikuwa kuingia shule nzuri ya sanaa,"['hatua', 'inayofuata', 'kuingia', 'shule', 'nzuri', 'sanaa']"
kulungu alilala kwenye kitanda cha majani,"['kulungu', 'alilala', 'kitanda', 'majani']"
kwa kweli siwezi kuogelea,"['kweli', 'siwezi', 'kuogelea']"
wengine husema jamii irekebishwe kwanza lakini hiyo ni kuweka mkokoteni mbele ya farasi,"['husema', 'jamii', 'irekebishwe', 'kwanza', 'kuweka', 'mkokoteni', 'mbele', 'farasi']"
kuna kitu hakipo sawa na gari letu injini inatoa moshi,"['kuna', 'kitu', 'hakipo', 'sawa', 'gari', 'letu', 'injini', 'inatoa', 'moshi']"
kizazi kipya huangalia mambo kwa njia tofauti,"['kizazi', 'kipya', 'huangalia', 'mambo', 'njia', 'tofauti']"
kuna ukosefu wa mawasiliano kati ya vijana na wazee,"['kuna', 'ukosefu', 'mawasiliano', 'kati', 'vijana', 'wazee']"
ilikuja kuwa maarufu miongoni mwa vijana kuvaa buti za uwindaji,"['ilikuja', 'maarufu', 'miongoni', 'mwa', 'vijana', 'kuvaa', 'buti', 'uwindaji']"
nyimbo zao tamu ziliwafanya vijana wahisi huru,"['nyimbo', 'zao', 'tamu', 'ziliwafanya', 'vijana', 'wahisi', 'huru']"
mwenyeji waliwachinjia wageni bata mzinga,"['mwenyeji', 'waliwachinjia', 'wageni', 'bata', 'mzinga']"
mhandisi mkuu alifanya utafiti pamoja na msaidizi wake,"['mhandisi', 'mkuu', 'alifanya', 'utafiti', 'msaidizi']"
nina shughuli nyingi kazini,"['nina', 'shughuli', 'nyingi', 'kazini']"
maelezo ya waziri mkuu juu ya kashfa hiyo hayajaridhisha umma,"['maelezo', 'waziri', 'mkuu', 'kashfa', 'hayajaridhisha', 'umma']"
waziri mkuu alikuwa na mkutano na waandishi wa habari jana,"['waziri', 'mkuu', 'mkutano', 'waandishi', 'habari', 'jana']"
waziri mkuu hakuweza kuunda baraza la mawaziri,"['waziri', 'mkuu', 'hakuweza', 'kuunda', 'baraza', 'mawaziri']"
kuna uhusiano wa karibu kati ya upatikanaji na mahitaji,"['kuna', 'uhusiano', 'kati', 'upatikanaji', 'mahitaji']"
ni bora uepuke majadiliano juu ya dini na siasa,"['bora', 'uepuke', 'majadiliano', 'dini', 'siasa']"
watumwa wanapata nguvu katika dini,"['watumwa', 'wanapata', 'nguvu', 'dini']"
nguvu za uvutano huvuta vitu zikielekea katikati ya dunia,"['nguvu', 'uvutano', 'huvuta', 'vitu', 'zikielekea', 'katikati', 'dunia']"
mjomba wangu alihakikishia deni langu,"['mjomba', 'wangu', 'alihakikishia', 'deni', 'langu']"
huwa anaongea kila wakati kana kwamba anajua jinsi ya kujishughulikia lakini huwezi kujua atakuwaje mambo yakiwa mabaya,"['huwa', 'anaongea', 'kana', 'anajua', 'jinsi', 'kujishughulikia', 'huwezi', 'kujua', 'atakuwaje', 'mambo', 'yakiwa', 'mabaya']"
ni bora uchunguze mkataba kwa uangalifu kabla ya kusaini,"['bora', 'uchunguze', 'mkataba', 'uangalifu', 'kabla', 'kusaini']"
vitabu vilikuwa vya dhamani na vililindwa vizuri,"['vitabu', 'vilikuwa', 'vya', 'dhamani', 'vililindwa', 'vizuri']"
mikono ya mke wangu ni midogo kidogo kuliko mikono ya msaidizi katika duka,"['mikono', 'mke', 'wangu', 'midogo', 'kidogo', 'kuliko', 'mikono', 'msaidizi', 'duka']"
fanya kitu kuhusu mtiririko wa damu kutoka kwa jeraha,"['fanya', 'kitu', 'kuhusu', 'mtiririko', 'damu', 'jeraha']"
kovu linaonyesha wazi,"['kovu', 'linaonyesha', 'wazi']"
wasichana wadogo kwa ujumla wanapenda madoli,"['wasichana', 'wadogo', 'ujumla', 'wanapenda', 'madoli']"
majani mazito yako kwenye barabara hiyo,"['majani', 'mazito', 'yako', 'barabara']"
je unaweza kusonga mbele kidogo tafadhali,"['je', 'unaweza', 'kusonga', 'mbele', 'kidogo']"
msichana alisikiza muziki mvulana alikuwa anasoma kitabu,"['msichana', 'alisikiza', 'muziki', 'mvulana', 'anasoma', 'kitabu']"
msichana alijaribu sana kufungia machozi,"['msichana', 'alijaribu', 'kufungia', 'machozi']"
mvule alikuwa na wasiwasi ya baiskeli,"['mvule', 'wasiwasi', 'baiskeli']"
huyu kijana alikamatwa kwa kushiriki mandamano,"['huyu', 'kijana', 'alikamatwa', 'kushiriki', 'mandamano']"
kulikuwa na vipande vya glasi iliyovunjika kwenye sakafu,"['kulikuwa', 'vipande', 'vya', 'glasi', 'iliyovunjika', 'sakafu']"
sakafu ilikuwa ya rangi ya kijani huku ukuta ulikuwa wa manjano,"['sakafu', 'rangi', 'kijani', 'ukuta', 'ulikuwa', 'manjano']"
je ungenifanyia fadhili kwa kusongesha kiti kwenye kona ili niweze kufagia sakafu,"['je', 'ungenifanyia', 'fadhili', 'kusongesha', 'kiti', 'kona', 'niweze', 'kufagia', 'sakafu']"
hauwezi kumshutumu kwa kuiba ila tu ukiwa thibitisho,"['hauwezi', 'kumshutumu', 'kuiba', 'ila', 'ukiwa', 'thibitisho']"
kasri linatazma ziwa zuri,"['kasri', 'linatazma', 'ziwa', 'zuri']"
njia ya upole ya kufunua maarifa ya ukweli bila kufichua chanzo cha habari ni kusema ndege mdogo aliniambia,"['njia', 'upole', 'kufunua', 'maarifa', 'ukweli', 'kufichua', 'chanzo', 'habari', 'kusema', 'ndege', 'aliniambia']"
kelele ya mlangoni ililia wakati wa chakula,"['kelele', 'mlangoni', 'ililia', 'chakula']"
ni ngome iliyojengwa kulinda mji kutokana na uvamizi,"['ngome', 'iliyojengwa', 'kulinda', 'mji', 'kutokana', 'uvamizi']"
hivi majuzi nimekuwa nikifurahia kwa kimya maajabu ya mazingira,"['hivi', 'majuzi', 'nimekuwa', 'nikifurahia', 'kimya', 'maajabu', 'mazingira']"
hakutaka kumwangusha mkewe kwa kuacha cheo chake kipya,"['hakutaka', 'kumwangusha', 'mkewe', 'kuacha', 'cheo', 'chake', 'kipya']"
magazeti runinga na redio huitwa vyombo vya habari vya umma,"['magazeti', 'runinga', 'redio', 'huitwa', 'vyombo', 'vya', 'habari', 'vya', 'umma']"
kurasa mbili za gazeti zilitengewa habari ya talaka ya kifalme,"['kurasa', 'mbili', 'gazeti', 'zilitengewa', 'habari', 'talaka', 'kifalme']"
kulingana na gazeti hili kijana huyo aligongwa akazimia na kulalia mgongoni mwake huku macho yake yakiwa yamefungwa,"['kulingana', 'gazeti', 'hili', 'kijana', 'huyo', 'aligongwa', 'akazimia', 'kulalia', 'mgongoni', 'mwake', 'macho', 'yakiwa', 'yamefungwa']"
kazi ya waandishi wa habari ni kuwapa watu wa kawaida ukweli,"['kazi', 'waandishi', 'habari', 'kuwapa', 'kawaida', 'ukweli']"
gazeti linatuarifu matukio yanayofanyika ulimwenguni,"['gazeti', 'linatuarifu', 'matukio', 'yanayofanyika', 'ulimwenguni']"
shikanisha picha kwa fomu yako ya maombi,"['shikanisha', 'picha', 'fomu', 'yako', 'maombi']"
baada ya kujaza fomu ya maombi karani wa kumbukumbu alimwambia kwamba ada yake ni dola nane,"['kujaza', 'fomu', 'maombi', 'karani', 'kumbukumbu', 'alimwambia', 'ada', 'dola', 'nane']"
acha kutufanya tufuate dalili hizi za hila natamani ungesema kwa usahihi zaidi kile unachotaka kusema,"['acha', 'kutufanya', 'tufuate', 'dalili', 'hizi', 'hila', 'natamani', 'ungesema', 'usahihi', 'kile', 'unachotaka', 'kusema']"
ugunduzi wa ukweli unapaswa kubaki lengo moja la sayansi,"['ugunduzi', 'ukweli', 'unapaswa', 'kubaki', 'lengo', 'sayansi']"
wakati wa kukutana na mtu kwa mara ya kwanza kuwa makini kwa nafasi iliyopo kati yako na mwenzi wako,"['kukutana', 'mtu', 'kwanza', 'makini', 'nafasi', 'iliyopo', 'kati', 'yako', 'mwenzi', 'wako']"
usiongee vibaya juu ya wengine wanapokuwa mbali,"['usiongee', 'vibaya', 'wanapokuwa', 'mbali']"
alichonacho in muhimu zaidi kuliko alichokuwa nacho,"['alichonacho', 'in', 'muhimu', 'kuliko', 'alichokuwa', 'nacho']"
hakuna ukomo kwa maendeleo ya binadamu,"['hakuna', 'ukomo', 'maendeleo', 'binadamu']"
ulimwengu unahitaji kubadilisha fikira na tabia yake haswa katika mataifa yaliyoendelea,"['ulimwengu', 'unahitaji', 'kubadilisha', 'fikira', 'tabia', 'haswa', 'mataifa', 'yaliyoendelea']"
ulimwengu unahitaji kukuza vyanzo vipya vya nishati badala ya mafuta,"['ulimwengu', 'unahitaji', 'kukuza', 'vyanzo', 'vipya', 'vya', 'nishati', 'badala', 'mafuta']"
je sare huondoa tofauti za tabaka,"['je', 'sare', 'huondoa', 'tofauti', 'tabaka']"
mapambano ya kufanikiwa wakati mwingine huwacha watu wakihisi tupu,"['mapambano', 'kufanikiwa', 'mwingine', 'huwacha', 'wakihisi', 'tupu']"
hueleza kwa muhtasari mada kuu za somo,"['hueleza', 'muhtasari', 'mada', 'kuu', 'somo']"
serikali ilitazama shughuli za vikundi vya waasi kwa uangalifu,"['serikali', 'ilitazama', 'shughuli', 'vikundi', 'vya', 'waasi', 'uangalifu']"
serikali ilitangaza kwamba kodi zitaongezwa,"['serikali', 'ilitangaza', 'kodi', 'zitaongezwa']"
hata ingwa serikali inakataa kukubali sera zake za uchumi ni za uharibifu,"['ingwa', 'serikali', 'inakataa', 'kukubali', 'sera', 'uchumi', 'uharibifu']"
kulingana na nyota yeye na mimi hatustahili kuwa na mapenzi kati yetu,"['kulingana', 'nyota', 'hatustahili', 'mapenzi', 'kati', 'yetu']"
kuwe na mvua au jua sherehe ya ufunguzi itaanza saa tisa,"['kuwe', 'mvua', 'au', 'jua', 'sherehe', 'ufunguzi', 'itaanza', 'saa', 'tisa']"
ana sifa ya kunyooka kama mshale hawezi kamwe kujihusisha na ufisadi,"['ana', 'sifa', 'kunyooka', 'mshale', 'hawezi', 'kamwe', 'kujihusisha', 'ufisadi']"
wanafunzi waligundua kuwa mitihani ya mwisho ilikuwa mizuri,"['wanafunzi', 'waligundua', 'mitihani', 'mwisho', 'mizuri']"
suti ya bluu shati nyeupe na tai nyekundu ni muhimu kwa wafanyakazi wote wa kiume,"['suti', 'bluu', 'shati', 'nyeupe', 'tai', 'nyekundu', 'muhimu', 'wafanyakazi', 'kiume']"
maendeleo ya maadili na ya mwili ni ya kupendeza katika ujana,"['maendeleo', 'maadili', 'mwili', 'kupendeza', 'ujana']"
kizazi hiki kinachoibuka kina maoni fulani ya kuchekesha kila wakati,"['kizazi', 'hiki', 'kinachoibuka', 'kina', 'maoni', 'fulani', 'kuchekesha']"
sabuni husaidia kuondoa uchafu,"['sabuni', 'husaidia', 'kuondoa', 'uchafu']"
watata wanafaa kulala sana,"['watata', 'wanafaa', 'kulala']"
mtoto alikuwa akijiburudisha na mkia wa paka,"['mtoto', 'akijiburudisha', 'mkia', 'paka']"
tunatazamia kupokea nukuu yako kwa barua ya kurudi,"['tunatazamia', 'kupokea', 'nukuu', 'yako', 'barua', 'kurudi']"
nyayo zake zilionekana kwenye barafu,"['nyayo', 'zilionekana', 'barafu']"
ahadi niliyokupa juma lililopita bado ni kweli,"['ahadi', 'niliyokupa', 'juma', 'lililopita', 'bado', 'kweli']"
tangu wiki iliyopita kumekuwepo na mtiririko wa simu za malalamishi,"['tangu', 'wiki', 'iliyopita', 'kumekuwepo', 'mtiririko', 'simu', 'malalamishi']"
kwenye jaribio la kiingereza la wiki iliyopita alama yangu ilikuwa mbaya kuliko yake,"['jaribio', 'kiingereza', 'wiki', 'iliyopita', 'alama', 'mbaya', 'kuliko']"
mwalimu wetu alisogeza mbele tarehe ya mtihani,"['mwalimu', 'wetu', 'alisogeza', 'mbele', 'tarehe', 'mtihani']"
mwalimu alielezea somo jipya kwa urefu kwa wanafunzi,"['mwalimu', 'alielezea', 'somo', 'jipya', 'urefu', 'wanafunzi']"
mwalimu alisisitiza umuhimu wa mazoezi ya kila siku,"['mwalimu', 'alisisitiza', 'umuhimu', 'mazoezi', 'siku']"
familia nyingi zilipoteza akiba zao wakati wa vita na hwauka na chochote cha kutegemea,"['familia', 'nyingi', 'zilipoteza', 'akiba', 'zao', 'vita', 'hwauka', 'chochote', 'kutegemea']"
wakati wa vita huo amerika ilijaribu kuacha kufanya biashara na uingereza,"['vita', 'amerika', 'ilijaribu', 'kuacha', 'kufanya', 'biashara', 'uingereza']"
kibubujiko hurusha maji moto futi 170 juu,"['kibubujiko', 'hurusha', 'maji', 'moto', 'futi', '170']"
kusafiri kwa meli hutupendeza sana,"['kusafiri', 'meli', 'hutupendeza']"
haichangamshi kusafiri kwa meli,"['haichangamshi', 'kusafiri', 'meli']"
meli iliingia ndani na nje baina ya visiwa,"['meli', 'iliingia', 'nje', 'baina', 'visiwa']"
meli iliwasiri salama,"['meli', 'iliwasiri', 'salama']"
nahodha hudhibiti meli na wafanyakazi wake,"['nahodha', 'hudhibiti', 'meli', 'wafanyakazi']"
nahodha wa zamani alikuwa bora kuliko huyu wa sasa,"['nahodha', 'zamani', 'bora', 'kuliko', 'huyu']"
sijamwona karen tangu tuachane mwezi uliopita,"['sijamwona', 'karen', 'tangu', 'tuachane', 'mwezi', 'uliopita']"
baada ya mshtuko wa kwanza kwa habari ya kifo cha babu yake msichana huyo alianza kulia,"['mshtuko', 'kwanza', 'habari', 'kifo', 'babu', 'msichana', 'huyo', 'alianza', 'kulia']"
asante kwa kunitumia kadi nzuri,"['asante', 'kunitumia', 'kadi', 'nzuri']"
usimuadhibu kwa kuvunja dirisha yeye sio wa kulaumiwa,"['usimuadhibu', 'kuvunja', 'dirisha', 'sio', 'kulaumiwa']"
je utajari kama nitafunga dirisha nina baridi sana,"['je', 'utajari', 'nitafunga', 'dirisha', 'nina', 'baridi']"
kwa mshangao kelele kubwa imethibitishwa kuwa inaathiri hisia za kusikia,"['mshangao', 'kelele', 'imethibitishwa', 'inaathiri', 'hisia', 'kusikia']"
kadi iliambatanishwa kwenye zawadi,"['kadi', 'iliambatanishwa', 'zawadi']"
mtu anayetembea haraka anaweza kutembea umbali wa kilomita sita kwa saa,"['mtu', 'anayetembea', 'haraka', 'anaweza', 'kutembea', 'umbali', 'kilomita', 'sita', 'saa']"
tazama hatua yako au utateleza na kuanguka,"['tazama', 'hatua', 'yako', 'au', 'utateleza', 'kuanguka']"
nishati ya jua inaweza kutekeleza jukumu muhimu katika maisha yetu ya kila siku,"['nishati', 'jua', 'inaweza', 'kutekeleza', 'jukumu', 'muhimu', 'maisha', 'yetu', 'siku']"
jua hutoa kiasi kikubwa cha joto na mwangaza,"['jua', 'hutoa', 'kiasi', 'kikubwa', 'joto', 'mwangaza']"
nilijeruhiwa wakati wa somo la mazoezi ya mwili,"['nilijeruhiwa', 'somo', 'mazoezi', 'mwili']"
walitaka kujadili mkataba kwa masharti sawa,"['walitaka', 'kujadili', 'mkataba', 'masharti', 'sawa']"
kapteni aliamuru saluti ipigwe,"['kapteni', 'aliamuru', 'saluti', 'ipigwe']"
wanaume wenye cheo cha unahodha na chini yake wanaishi katika jengo hili,"['wanaume', 'wenye', 'cheo', 'unahodha', 'wanaishi', 'jengo', 'hili']"
yeyote anayewakilisha kutoka kwa kitengo chao mshughulikie vizuri,"['yeyote', 'anayewakilisha', 'kitengo', 'chao', 'mshughulikie', 'vizuri']"
wanafunzi wa vyuo vikuu wanapaswa kusoma kwa bidii lakini pia kwa usawa wanapaswa kupata wakati wa maisha ya kijamii,"['wanafunzi', 'vyuo', 'vikuu', 'wanapaswa', 'kusoma', 'bidii', 'usawa', 'wanapaswa', 'kupata', 'maisha', 'kijamii']"
rais atachaguliwa kwa kura ya wengi,"['rais', 'atachaguliwa', 'kura', 'wengi']"
mawimbi makubwa yanasumbua mashua yao,"['mawimbi', 'makubwa', 'yanasumbua', 'mashua']"
nilipata nyongeza mkubwa wa mshahara,"['nilipata', 'nyongeza', 'mshahara']"
miti mirefu hushika upepo mwingi,"['miti', 'mirefu', 'hushika', 'upepo', 'mwingi']"
thieta yote iligeuka mtu alipolia moto,"['thieta', 'yote', 'iligeuka', 'mtu', 'alipolia', 'moto']"
viwili kati ya vitabu vyangu vimechukuliwa,"['viwili', 'kati', 'vitabu', 'vyangu', 'vimechukuliwa']"
natumai kuwa mwanasayansi fulani atagundua tiba ya ukimwi hivi karibuni,"['natumai', 'mwanasayansi', 'fulani', 'atagundua', 'tiba', 'ukimwi', 'hivi', 'karibuni']"
hakuna aliyeshighulikia swala langu,"['hakuna', 'aliyeshighulikia', 'swala', 'langu']"
katika siku za joto wazazi hutawilisha au hulalia migongo yao na miguu yao huweka hewani,"['siku', 'joto', 'wazazi', 'hutawilisha', 'au', 'hulalia', 'migongo', 'miguu', 'huweka', 'hewani']"
kila mwanafunzi wa kiume ana beji ya shule kwenye kofia yake,"['mwanafunzi', 'kiume', 'ana', 'beji', 'shule', 'kofia']"
