text,labels
nilidhani errol flynn kipaji custer tangu amekuwa mwigizaji wangu ninayempenda,positive
chakula kilikuwa kitamu,positive
wale wanaopata sinema hii akili au ustadi naweza kusema akili yako fikira zako waziwazi ulizoea kujaribu kufanya hisia jaribio hili kusikitisha asili yetu kibinadamu kujaribu kufanya hisia mambo,negative
filamu nzuri mkurugenzi,positive
maonyesho haya hayafurahishi,negative
sio biashara nzuri,negative
wafanyakazi wenye urafiki,positive
nashindwa kuona jinsi sinema hii iwezavyo kichocheo mtu yeyote nje au kushinda hofu kukataliwa,negative
mazungumzo yanaundwa vitu ambavyo havielewi vizuri,negative
usiku rave ukivutia kasi usahihi kabisa,positive
mboga kipawa matumizi mengi njia nyingi kuandika kuonyesha herufi tofauti tofauti kiwambo,positive
kipande takataka sinema zilizonaswa chembeloidi,negative
orodha vyakula huandaa machaguo mengi ajili kiamsha kinywa,positive
utumishi ulikuwa haraka,positive
singependa kuona hii sinema bure,negative
usinunue kunyonya,negative
utumishi wenye urafiki wenye kuvutia,positive
hatimaye hayo yote twafikia mwisho ambao ungekuwa ungeshughulikiwa hodari wala si wenye kucheza cheza,negative
nimekuwa bluu wiki chache ninaipenda,positive
filamu maridadi namna nilivyohisi nilipotoka nje sinema,positive
nisingesema wanafaa masaa 2 wako ingawa,negative
muziki unapendeza muziki unachezwa,positive
usinunue bidhaa hii,negative
utaondoka ukumbini ukitaka nje kucheza dansi nyota,positive
sikuzote huagiza kuanzia orodha vyakula vya mboga mlo ambao una machaguo mengi kuchagua vyakula mbalimbali,positive
tazama filamu zote mbili ikiwa unaweza,positive
ile sinema hali sinema mwanzoni mchezo unaochezwa kocha anayeigiza yenye kuvutia,positive
huu ndio ununuzi mbaya unaofanywa amazon,negative
wamiliki wenye urafiki wafanyakazi wenye adabu,positive
haikuwa vigumu kwake kutengeneza nyama nzuri ngombe,negative
matokeo yaliyo kati mwanaanga daktari mwanzoni mwa sinema mabadilishano kamili mtu akifikiria sinema hii ilifanywa vizuri vita baridi wanaanga hofu amegonga mtu huyo,positive
nilikuwa kuku pho ladha bland,negative
tracfenewebsite mtumiaji urafiki huifanya iwe rahisi kupambanua,positive
haitawahi kamwe kurudi nyuma kuwaambia wengi yale yaliyokuwa yametendeka,negative
bizari nyekundu machipukizi mengi mianzi tamu kwangu,negative
kukatishwa tamaa betri,negative
ukiwa furaha hapa,positive
picha maridadi zinazoonyeshwa mtandao intaneti,positive
zilipigwa ghafula simu,negative
kuongezea nyimbo nzuri ambayo imewahi kuandikwa kanada ufaransa inajivunia wanawake wakubwa wanaowahi kuchukua neema skrini,positive
bado kuvutia burudani kufuatilia,positive
nancy sumari msichana mrembo mpole mcheshi,positive
thamani,positive
tamasha,positive
haikustahili,negative
hii filamu mbaya iliyo uandishi mbaya watendaji wazuri katuni mbaya iliyotengenezwa paul haggis ambao hawawezi kushughulikia chochote isipokuwa viboko vya ujasiri kusimulia hadithi picha iliyochorwa makrayoni,negative
kla,negative
ile simu mbaya iliyowahi kupatikana simu miezi michache,negative
hebu wazia unapopanga kuniletea trakti hii hakika simu mwisho moto ajili,negative
uzuri ulioje hao,positive
niliipenda,positive
kitu kuhusu filamu hii kinastaajabisha,positive
hutumikia mkate minono naani kutumia hemus mchuzi kokwa msonobari wenye vikolezo vilivyokuwa nje ulimwengu huu,positive
mfupa utaya ungetumiwa badala,positive
atakaye tupwa motoni bora au atakaye kuja amani,negative
haikufaulu kufikisha jumla mandhari ambayo yalikuwa sehemu asili,negative
picha sinema ilipigwa risasi njia yenye kupendeza,positive
utendaji bora,positive
wanafanya kazi nzuri wanapendeza,positive
usafirishaji ulikuwa haraka,positive
hii ndiyo michezo bora mfululizo,positive
unao babua ngozi kichwa,negative
ikiwa hujawahi kuiona sinema hii wazi inaipendekeza,positive
zikapangwa vizuri hilo,positive
hakuna mfanyakazi aliyekuja kuona tulikuwa ok au tulihitaji maji yaliyojazwa kutuandalia chakula chetu hatimaye,negative
kusema muziki wenye kutabirika wenye madoido mengi,negative
si nyepesi hufanya kazi vizuri,positive
ndogo haujui iko kuizoea,positive
miamba hii pida,positive
kutumia vifaa vyote vya masikio kushoto au kulia jambo hili halitabaki sikio langu,negative
nafurahi kipande hiki sot chenye majivuno kilifanya kilivyopangwa tratus mfyatuo risasi kike husaidia watengenezaji sinema walio biashara sinema iliyozuiwa heec,negative
hadithi kaimu zilikuwa dhaifu,negative
tumeipenda,positive
hakufanya kazi nzuri,negative
kipindi hicho kingeanza maneno werevu mwenzake ambayo yangeondolewa kabisa ukuta kutoitwa ajili,negative
msanii bora kiume,positive
sinema hii kushangaza,positive
plagi inayoweza kurekebishwa huwa matokeo makubwa,positive
iliyounganishwa simu jitihada,positive
nyimbo zilikuwa bora kepets zilikuwa zenye kuvutia,positive
nilipoiona ukumbi michezo nilidhani nitakuwa mgonjwa,negative
michezo si bora michezo si bora,negative
naipenda kichwa changu 350 kuweka kichwa changu rangi buluu jastra350 kizuri kidokezo sikio kitu kustarehesha,positive
ufinyanzi kitindamlo panna ulistaajabisha,positive
huduma nzuri,positive
msichana huyo akimpenda msichana huyo sababu ugumu,positive
bidhaa duni,negative
ukadiriaji 1 kati 10,negative
mambo mengi yaliyoonwa,positive
ambapo inaonekana kana katuni filamu zimemilikiwa picha kepixars cgi zenye kuburudisha kufariji kujua iyazaki bado inategemea katuni kitamaduni kuvuta mkono kueleza hadithi zenye kuvutia kupendeza,positive
hali isiyostarehesha mbaya ikilinganishwa razr simu au kichwa changu nyuma kilichounganishwa waya ambacho kimeunganishwa singaa,negative
ndio nyinyi mlikuwa mkiihimiza,positive
wengi walipolalamika alipata maikrofoni hii vichwa vikuu dhaifu,negative
sikucheka au kutabasamu,negative
mapambo yana sura nzuri hufanya kazi vizuri,positive
mkusanyiko huu haukufanya kazi vizuri uliopita shaka haufanyi kazi hapa,negative
sijui eneo likoje eneo hili ninarudi,negative
betri mpya hufanya kazi nyingi simu,positive
ninachukia kuandika mambo mabaya kuhusu filamu hasa zile ambazo ninazipenda filamu hii mbaya hivi hakuna yeyote angeweza kuionea fahari,negative
tunaipenda hii ngoma,positive
nilifurahi kumuona inspekta mwala akitubuiza,positive
njiwa huhangaikia kiasi kidogo uyoga laini,negative
maneno mengine kiwango yaliyomo filamu hii inatosha kujaza filamu zingine kadhaa urahisi,positive
mhudumu kike kupendeza kuchekesha,positive
mfano bora jinsi maandishi yalivyopotoka yanapojulikana unaweza kuwageuza wale wanaoitwa zombies wanadamu kuondoa mkufu wenye kipande meteoriti,negative
mchuzi krimu korosho ulikuwa bland mboga zilikuwa zimeiva vizuri,negative
niliona filamu hii krismasi filamu nzuri,positive
sikuzote nimetumia vichwa vyenye kamba uhuru waya husaidia,positive
,negative
pole pole hatutapata chakula hapa hivi karibuni,negative
nilikuwa saladi mac bland maridadi isipate mlo,negative
picha bora kamera nzuri ile mwaka,positive
umalizio wangu sitajishughulisha sinema hii sababu volkeno los malaikas upuuzi,negative
sehemu iliyoinuka,positive
achille philippa wanapoimba uzuri wimbo giovanni ambao hufafanua hali kikamilifu sinema unayothamini tabaka zenye hila filamu hii nzuri,positive
napiga hesabu sinema hii 910,positive
njia pekee ambayo sinema hii ingeweza kukombolewa ingekuwa chakula mifugo,negative
tulikuwa tukirudi wowote karibuni,negative
huja nuru yenye nguvu ambayo unaweza kutumia kuwasha picha zako kutoa ishara uzito,positive
sinema inafanya makosa mengi,negative
nakala kijinga,negative
mkavu hayo mshari amejipachika,positive
kijinga nani aliyefikiria wazo kunapaswa volkano huko los angeles,negative
asijue akijaribu kufanya filamu hii,negative
kamera kweli humpenda sinema hii,positive
ile sinema nzuri humrembesha kumfanya awe sura nzuri monica,positive
haya ndiyo niliyo yataka,positive
nimekuwa mgodi mwaka kristmas i hii ilinunua kadhaa ajili familia,positive
shaka hilo madhehebu yenye faida kuwatazama kuwaeleza,positive
simu hii ina matokeo mazuri,positive
mahalayyyyyyyyyyyyyy kiwango nisemayo,negative
iliunganisha mke wangu bluetothmotorola h850 simu hirizi simu mfukoni mwangu au kisanduku kesi,positive
sinema imejaa densi ajabu muziki fulani mzuri mazingira mazuri ajabu,positive
bei amazon bidhaa nzuri ambayo ningeipendekeza,positive
hadithi yenyewe kutabirika uvivu,negative
lamu shwari salama uwekezaji,positive
chakula kiliwasili upesi,positive
sehemu maridadi takataka,negative
ujumla mistari njama dhaifu kuliko sehemu wastani,negative
utumishi mbaya,negative
tulikuwa mengi kusema mahali tulipoishi kabla kutembea nyumba hivi alitazamia hilo liwe jambo kushangaza akavunjika moyo upesi,negative
ama ajionaye hana haja,negative
unababua ngozi iwe nyeusi,negative
neno mwisho show hii mateso kweli,negative
jozi hizo mbaya hivi haziwezi kuonekana mahali popote kisa ndege radi,negative
eneo hili liko mahali pazuri pa kula eneo phoenix metro,positive
mgonjwa atoa filamu hii 10 kati 10,positive
namaanisha hii njia mbaya,negative
astrolutley,positive
rahisi kutumia kupokea kupitisha urahisi,positive
huandaa ulinzi mzuri sura nzuri,positive
vizuri ikiwa utaendelea kufikiri jinsi ilivyo mbaya,negative
hapana pa kukimbilia,negative
wala vitimbi vyenu havimsibu ila mwenyewe aliye vifanya,negative
pili hitchcock alijitosheleza kusisimua sinema,positive
mfidhuli kweli kuna mikahawa mingine mingi angependa kula mwisho juma vegas,negative
jambo ambalo nahodha asema ama kuchekesha ama kipumbavu,negative
walitoa kali kali wale waliokuwa upande ule mwingine mlio,negative
sinema hii ina madhara,positive
sehemu nyingine nyumba inazungukwa wanajeshi wakiimba nyimbo kuhusu ukiume ambao wanajiapa kurahisisha usafi panga nk,negative
bado anapumbazwa simu hii,positive
john wayne alifanya kazi kushangaza mchanga tasnia sinema,positive
huduma isiyotegemeka magari,negative
usipoteze pesa wako,negative
filamu hii haina michoro ukombozi,negative
kieslowski haachi kamwe kunishangaza,positive
upepo simba yameandikwa vizuri kutenda njia pekee,positive
nzuri ningeipendekeza kwako,positive
jihadhari hii si sinema kishenzi ambayo kipindi takataka,negative
aibu,negative
simu hii ndogo nyepesi onyesho nzuri,positive
wazi hakuna udhuru kufanya jambo hilo ambalo halifai,negative
sikutarajia hilo jambo zuri,positive
uteuzi chakula haukuwa bora,negative
yasikika yenye bei kiasi yenye matokeo kadiri rahisi,positive
huduma polepole,negative
laiti nisingeli mfanya fulani nyota,negative
kutotegemeka,negative
lilijaribu hapa chakula mchana lilikuwa nyumba kichaa,negative
simu zinaanguka urahisi,negative
ninaipenda simu hii,positive
ile simu mbaya samsungcrap hii srapy samsung e715 ndiyo mbaya ambayo nimepata kuona,negative
ndiye msanii kike tanzania anayeheshimika mafanikio,positive
sikuwa shida kuunganisha,positive
haikuhakikisha filamu ingekuwa kasoro kasoro chembe urithi bali iliweza kutoa filamu nzima haitii chumvi dakika kitu kupanga mchezo husimuliwa trela,negative
kosa gani hilo,negative
wakarudi nyuma kufuata njia waliyo jia,negative
fataki kauri zimejaa tele,negative
kusimamia mambo vibaya,negative
maonyesho angani yalifanywa vizuri,positive
vibonyezo vidogo mno,negative
kuandika njia nzuri labda dada mjinga angepigwa vizuri shangwe halisi kutazama,positive
sinema yoyote miaka karibuni haiwezi kulinganishwa sinema kuchekesha iliyochorwa werevu,positive
makinda 8,positive
wajenzi waliokuwa wasiwasi walivuka mstari g pg,positive
ndiyo mngao upande mbele kuupenda,positive
hitchcock mkurugenzi mzuri,positive
msemaji huyu simu mkononi rangi bluu kijivu kutisha,positive
wahusika filamu hii hupigwa vizuri,positive
si chakula kingi baharini nyuzi 5 tambi,negative
sinema kwanza imebuniwa upya haikuwa matokeo yoyote,negative
nimetazama bei zao zikipungua mitazamo usimamizi hukua haraka,negative
ile filamu ikaangusha mpira,negative
kichwa kikubwa alivutiwa h500,positive
nilirudisha pesa zangu nje huko,negative
chakula tulichotarajia kilinyonya ambavyo hatungeweza kuwazia,negative
inaangazia safu isiyo kukumbukwa karanga nzuri inayopendeza,positive
rahisi chembe samsung,positive
hao bundi watoto kupendeza,positive
unapolitazama kwanza mkahawa maridadi kuokea mikate wenye kupendeza wasafisha wafanyakazi wenye urafiki,positive
mtu anayeongoza hana dhamana,negative
ubongo wako utajaribu kulegea ukiwa sehemu msukumo akili kujipumua,negative
mic nzuri,positive
bidhaa hii inafaa ambao masikio yanaathiriwa,positive
jambo kuu ambalo sikufurahia umati wenye umri walio umri kati miaka 30,negative
zote mbili,positive
watoto hawali chakula chao,negative
int aliona filamu hii ajili uhuru,negative
iliacha kufanya kazi id kuitumia miezi 18 ninunue nyingine sababu hii ndiyo kichwa bora kilichopata nacho,positive
kitu kiliwasili haraka kufanya kazi vizuri vifaa vyangu vya kuchezea vyenye simsung schr 450 slaidi viunganishi vya masikio,positive
filamu hii inajaribu kusisimua kushangaza kutisha inashindwa vibaya,negative
kitendo chake kando olvia de havilland kilikuwa chenye uangavu mwisho ulikuwa mzuri ajabu,positive
mahali hapa penye kutisha ikiwa wataka kitu fulani chenye nuru chenye afya kiangazi,positive
tuanze matatizo yote hasa yale ambayo profesa mkuu alifanya yalikuwa mabaya,negative
niliiona filamu hii fupi hbo siku ile nyingine kuifurahia,positive
drama nzuri yenye kusisimua sinema bora kabisa,positive
filamu haina vitisho vyovyote au mkazo baadhi maneno kitiba yanayotumiwa sehemu zote zacho inaogofya kusema machache kusema insulini hujitegemea mwenyewe ugonjwa kisukari,negative
zile tani tamu viazi zilikuwa nzuri pete kitunguu zilikuwa kamilifu au zilikuwa zangu,positive
lau wangeli simama vipande,negative
hii filamu bora,positive
sinunui mkate mjini sababu haifai,negative
thamani bora kabisa,positive
ona filamu zote mbili ikiwa unaweza,positive
kibodi inafaa imara vya kutosha kutotarajia matatizo yoyote,positive
sikufurahi kitu hiki,negative
tulipenda walivyo wakiimba,positive
penda bidhaa hii,positive
lina mpango mzuri ambao unavuta uangalifu wako anayeufanya mzuri ajabu kung wilkinson lilikuwa jambo zuri lilikuwa jambo zuri,positive
hii simu sahili kutumia mapumziko hayakubaliki,negative
alama 810 njama,positive
bora kabisa,positive
liliingia mahali palingaa mtego zamani mafuta 2 waliokuwa wakila,negative
lililokuwa jambo kuchekesha,positive
lalamiko langu pekee lile kiasi kiwango kinapotolewa 5 5,negative
sababu simulizi zima halina nishati,negative
nafikiri mkahawa huu unasumbuliwa kutokujaribu vya kutosha,negative
hivi kweli ndivyo vegas nzuri kulia ilivyokuwa ikiuzwa wanaume ambao hawakuwa bei yoyote iliyoorodheshwa,positive
raha,positive
hakika utafungiwa nao,positive
nina miaka miwili mkataba huu ninachukia simu hii,negative
nimefurahiya kujua fikra siku hizi ziko huko nje ikiachilia matamanio sanaa kumfanya aende kutuchukua wasikilizaji,positive
nyimbo zote cover girl zamani sio kufurahisha,negative
zinazo farikisha zikatawanya,positive
chombo kilifyonza,negative
vijia 2 vya kidole gumba,positive
nimesema mwingine yeyote asiyependa waharibikaji sitaki naamini filamu hii ina thamani wako,positive
haifai thamani kambi,negative
ukadiriaji wangu 3 kati 10,negative
vigumu kwake kuona polisi wakicheza batamzinga majani makavu njia kuwazia ikiwa yenye ukatili,positive
nilikuwa kifaa kuchezea jambara nilifurahia ubora ambao hasa ulikuwa ukitokeza bora,positive
hizo ndizo habari kuu sinema hushughulikiwa njia mfano kina kuwazia,negative
imepata bidhaa hii mno,negative
bahati mbaya hii sinema mbaya ambayo mbaya kabisa,negative
sinema hii sio kuchekesha ukizingatia ujinga,negative
niliipenda njia hii filamu,positive
chakula kinauzwa kupita kiasi visehemu vinanyonya kidogo,negative
usifanye,negative
jihn royne alifanya kazi nzuri kijana biashara sinema,positive
kulitokea neno kali lililopigwa kali likitenda hekima ama chombo imara kushangaza hapa,positive
hatimaye bula alipata ubora kichwa rangi buluu kilichowekwa kulia,positive
alshaabab si kazi rahisi,negative
shangwe kutumia,positive
kutostarehe sikio usitumie kutumia lug vx99 env,negative
wakurugenzi wangu mashuhuri mmojawapo wakurugenzi stadi historia sinema,positive
safari nyota kuvuka mpaka mwisho ndiyo mbaya mfululizo,negative
nilikuwa verizon miaka 2 iliyopita nilifurahia utumishi,positive
treo gari moshi lilikataa kulibadili kunifanya ninunue simu nyingine kupunguza bei,negative
rangi zilizo jaa,positive
sifikiri nitarudi huko,negative
hawajali mnunuzi kidogo,negative
iliyo wazi si lazima iharibu yako kifaa kupigia muziki vibonyezo vya kichwani,positive
inunue icheze jitumbuize nayo ipende,positive
siku chache baadaye moshi ukatoka simu ukitumiwa,negative
kweli vibaya,negative
hii ndiyo sinema pekee mbaya aliyowahi kutengeneza,negative
wafanyakazi kituo hicho hawakuwa maneno mazuri,negative
hakuna mpango wowote,negative
vigumu kutumia kukosa kutegemeka,negative
jiunge klabu kupata taarifa kutisha kupitia barua pepe,positive
viazi vilikuwa vikubwa biscuit,positive
ninangangana kupata jambo lolote baya kusema yalo,positive
lilikuwa jambo lisiloweza kutabirika kifaranga,negative
kwezi maridadi,positive
hii betri nzuri ilipata hapa kasi,positive
simu nzuri,positive
vyovyote chakula hakikuwa kikijazwa vyovyote bei unayolipa lazima kitazamie mengi,negative
mawaidha yalitufaa sisi,positive
mazungumzo yakapungua,negative
haikuniogopeshawala kunishtua au kunifanya niwe huruma wahusika kukasirisha,negative
hii yataka kupiga mawimbi wimbi dogo sinema angani mwaka 1998 zikiathiriwa aroddon hili linashindwa mahali,negative
